candidate,period,scenario,net_usd,account_return_pct,drawdown_usd,intraday_low_drawdown_usd,closed_episodes,fees_usd
sma_btc-020,later_2025,combined,-286.43216262924034,-2.8643216262923987,356.9928339561193,362.99408968042917,7,135.70143220724003
sma_btc-020,recent_2026,base,31.12680166390419,0.3112680166390325,165.21002311323173,169.17142832600075,6,95.87820764909603
sma_btc-020,recent_2026,cost,-1.3930523851886392,-0.01393052385189053,180.27978216780866,184.21369800915818,6,119.36572045219002
sma_btc-020,recent_2026,delay,-93.32683437484775,-0.9332683437484723,222.88636745329677,226.07530378084812,6,94.50307714984801
sma_btc-020,recent_2026,combined,-124.84732173638076,-1.2484732173638102,237.54029056719264,240.7080401704534,6,117.65746108838003
sma_btc-030,development,base,29.425688245133642,0.294256882451327,174.4531086271054,200.74455641436907,5,79.95202403986401
sma_btc-030,development,cost,2.230573143247966,0.022305731432470388,178.71613882826023,204.86653896334974,5,99.60713066575002
sma_btc-030,development,delay,-20.21381751435365,-0.20213817514354027,211.468789878576,217.03652883595169,5,79.289373136352
sma_btc-030,development,combined,-47.04265658987788,-0.47042656589877385,231.52442909111778,237.05307647801783,5,98.78349298588
sma_btc-030,later_2025,base,-164.70306451124634,-1.6470306451124683,241.06225228403127,328.2992722574072,4,62.53882033224801
sma_btc-030,later_2025,cost,-185.09322689308829,-1.8509322689308827,255.65470301076675,342.2847990951668,4,77.91428506809001
sma_btc-030,later_2025,delay,-111.29109797508863,-1.1129109797508918,238.57646259275498,324.93106360408274,4,63.04620607608801
sma_btc-030,later_2025,combined,-132.047325637408,-1.3204732563740773,253.20552159407634,338.9581485410963,4,78.54776252241
sma_btc-030,recent_2026,base,-194.5180607282564,-1.9451806072825595,307.79278810385586,311.6928403863203,9,140.18100290125602
sma_btc-030,recent_2026,cost,-241.00695716912196,-2.41006957169122,327.091173100951,346.0634878926121,9,174.39320233512004
sma_btc-030,recent_2026,delay,-159.69194227397202,-1.5969194227397177,216.00786544321818,219.1905289698734,9,141.288148968968
sma_btc-030,recent_2026,combined,-206.52268913964144,-2.06522689139641,235.93836382138943,250.06710087050124,9,175.76643093164
sma_btc-040,development,base,122.09754392481591,1.2209754392481509,117.09454355289563,148.6379193589437,6,96.64949013618401
sma_btc-040,development,cost,88.86147576152871,0.8886147576152803,116.21733181740092,149.8038659877202,6,120.37794921547001
sma_btc-040,development,delay,8.732355211041067,0.08732355211040765,176.87381066895978,189.8650705084474,6,95.34718872096002
sma_btc-040,development,combined,-23.710159578276944,-0.2371015957827738,202.4490292882274,215.3435132791874,6,118.75888532828
sma_btc-040,later_2025,base,-185.23234008115105,-1.8523234008115064,261.5915261635673,348.64646307672047,4,62.30461661715201
sma_btc-040,later_2025,cost,-205.49221860118996,-2.0549221860118982,276.0536930467588,362.5037981944279,4,77.62289781419
sma_btc-040,later_2025,delay,-102.87675233300615,-1.0287675233300653,230.19175487812754,316.61976613732804,4,63.127637082008
sma_btc-040,later_2025,combined,-123.70095151390888,-1.237009515139087,244.88840339617855,330.7134956107984,4,78.65650364491
sma_btc-040,recent_2026,base,-110.58895520443002,-1.1058895520443035,191.0937994049582,196.3220223649896,8,125.85863194043199
sma_btc-040,recent_2026,cost,-152.58009695725195,-1.5258009695725216,210.8809647133512,232.2085810180215,8,156.61265606825
sma_btc-040,recent_2026,delay,-188.3701015533643,-1.8837010155336453,220.60045029269168,239.29045520661202,8,125.13085144536001
sma_btc-040,recent_2026,combined,-229.66202593165508,-2.296620259316551,256.2773478758063,274.79900472290683,8,155.70925116966
sma_btc-050,development,base,-7.1063955132794945,-0.07106395513279962,114.80009378374416,148.6379193589437,5,79.72414712528001
sma_btc-050,development,cost,-33.963219691608174,-0.33963219691608426,119.38282243882895,149.8038659877202,5,99.29674233261
sma_btc-050,development,delay,-91.27307534414285,-0.9127307534414264,149.25371899540914,182.26020571694426,5,78.67731261414401
sma_btc-050,development,combined,-117.48482487690671,-1.174848248769067,169.73891585078673,191.95096505390939,5,97.98055843991001
sma_btc-050,later_2025,base,-125.68500374059113,-1.25685003740591,232.33779025868716,319.92081078899173,3,46.943028024592
sma_btc-050,later_2025,cost,-141.0421379775089,-1.4104213797750842,241.73461870625943,328.75357620459,3,58.502055086510005
sma_btc-050,later_2025,delay,-98.23705081612934,-0.9823705081612899,256.31410659776157,342.7826163779864,3,47.171512316128
sma_btc-050,later_2025,combined,-113.76790721102952,-1.137679072110298,265.5708950889584,351.4823062252781,3,58.786374618029996
sma_btc-050,recent_2026,base,-177.14167781959623,-1.7714167781959667,246.9880912705903,262.4032303971162,7,108.99716639060001
